Literature data from R. B. Schwartz (1973)
Natural Ni (n,tot)
MeV       Barns     Error(Barns)
14.65     2.744     0.08318
14.69     2.538     0.08217
14.73     2.766     0.08090
14.77     2.704     0.08336
14.81     2.703     0.07927
14.85     2.566     0.08088
14.89     2.552     0.08204
14.93     2.600     0.07681
14.97     2.622     0.08770
15.01     2.588     0.08472
15.05     2.715     0.08458
15.09     2.623     0.08771
15.13     2.611     0.08800
