Literature data from W.P.Abfalterer 2001   
Natural C (n,tot)
MeV        barns        barns (error)
8.0093       1.9151     0.029626 
8.0194       1.9769     0.030005 
8.0295       1.9549     0.030186 
8.0396       1.8974     0.029451 
8.0498       1.9102     0.029369 
8.055        1.925     0.004823  
8.0599       1.9208     0.029332 
8.0701       1.8838      0.02905 
8.0803       1.9294     0.029249 
8.0906       1.8723     0.028899 
8.1008       1.8812     0.028332 
8.1111       1.7484     0.027774 
8.1214        1.736     0.027181 
8.1317       1.6526     0.026368 
8.136        1.786     0.004473  
8.142        1.666     0.026372  
8.1524       1.6574     0.026411 
8.1627       1.5624     0.025559 
8.1731       1.5132     0.025006 
8.1835       1.4497     0.024457 
8.194       1.3799     0.024038  
8.2044       1.3672     0.023687 
8.2149       1.3133     0.023367 
8.218        1.478     0.003838  
8.2254        1.335     0.023387 
8.2359       1.2824      0.02301 
8.2464       1.3421       0.0232 
8.257       1.1968     0.022328  
8.2675        1.184     0.022264 
8.2781       1.2385      0.02238 
8.2887       1.2555      0.02243 
8.2993       1.2664     0.022587 
8.3        1.263     0.003438   
8.31       1.1368     0.021749  
8.3207       1.1561     0.021516 
8.3314       1.1593     0.021713 
8.3421       1.1844      0.02155 
8.3528       1.1423     0.021269 
8.3636       1.1216     0.021161 
8.3743        1.145     0.021409 
8.384        1.161     0.003257  
8.3851       1.1141     0.021217 
8.396       1.1443     0.021099  
8.4068       1.0927     0.020909 
8.4176       1.1328     0.020956 
8.4285       1.0842     0.020885 
8.4394       1.0595      0.02061 
8.4503       1.0975     0.021044 
8.4613       1.0652     0.020546 
8.468        1.105     0.003175  
8.4723       1.0315     0.020519 
8.4832       1.1246     0.020884 
8.4943       1.0883     0.020511 
8.5053       1.0535     0.020431 
8.5163       1.0988     0.020667 
8.5274       1.0208     0.020209 
8.5385       1.0826     0.020411 
8.5496       1.0609     0.020465 
8.553        1.069     0.003126  
8.5608       1.0879     0.020551 
8.5719       1.0857     0.020519 
8.5831       1.0287     0.020373 
8.5943       1.0374     0.020326 
8.6055       1.0672      0.02027 
8.6168       1.0813     0.020505 
8.628       1.0508     0.020124  
8.639        1.053     0.003119  
8.6393       1.0455     0.020275 
8.6507       1.0526     0.020335 
8.662       1.0726     0.020464  
8.6734       1.0566     0.020084 
8.6847       1.0125     0.020002 
8.6961       1.0404     0.020055 
8.7076       1.1088     0.020292 
8.719        1.083     0.020404  
8.726        1.049     0.003131  
8.7305       1.0732     0.020217 
8.742       1.0668      0.02024  
8.7535       1.0678      0.02023 
8.765       1.0302      0.02002  
8.7766       1.0051     0.020082 
8.7882       1.0758     0.020151 
8.7998       1.0797      0.02014 
8.8114       1.0312     0.020025 
8.814        1.054     0.003146  
8.8231         1.07     0.019859 
8.8348       1.0698     0.020238 
8.8465       1.0711     0.020232 
8.8582       1.1104       0.0202 
8.87        1.074      0.02018  
8.8817       1.0477     0.020114 
8.8935       1.1105     0.020406 
8.902         1.07     0.003166  
8.9053       1.1353     0.020451 
8.9172       1.0827     0.020267 
8.9291       1.0667     0.020223 
8.941       1.1747     0.020841  
8.9529       1.1489     0.020675 
8.9648       1.0883     0.020667 
8.9768       1.1469      0.02078 
8.9888       1.1718      0.02108 
8.992        1.117     0.003247  
9.0008       1.1718     0.021196 
9.0128        1.155      0.02107 
9.0249        1.199     0.021358 
9.037       1.2078     0.021336  
9.0491       1.2116     0.021489 
9.0612       1.2879     0.021787 
9.0733       1.2546     0.022066 
9.082        1.206     0.003411  
9.0855       1.2517     0.022083 
9.0977       1.2671     0.022416 
9.11       1.2586     0.022605  
9.1222       1.3159      0.02306 
9.1345        1.248     0.023499 
9.1468       1.3109     0.023568 
9.1592       1.3083     0.023968 
9.1715       1.2533     0.023648 
9.173        1.296     0.003561  
9.1839       1.3199     0.024243 
9.1963       1.3561     0.024369 
9.2087       1.3695       0.0244 
9.2212       1.2586     0.024004 
9.2337        1.292     0.023933 
9.2462       1.3739     0.024751 
9.2587       1.3368      0.02435 
9.266        1.322     0.003611  
9.2713       1.2703     0.024107 
9.2839       1.3188     0.024425 
9.2965       1.2477     0.024057 
9.3091       1.2972     0.024175 
9.3218       1.2893     0.024322 
9.3345       1.2924     0.023963 
9.3472       1.3501     0.024463 
9.359        1.295     0.003581  
9.3599       1.2636     0.024049 
9.3727       1.2519     0.024099 
9.3855       1.2643     0.024152 
9.3983       1.2418     0.024078 
9.4111       1.2771     0.024292 
9.424        1.238     0.024122  
9.4369       1.2413     0.024177 
9.4498       1.2002     0.023896 
9.453         1.25     0.003517  
9.4628       1.2848     0.024322 
9.4758       1.2378     0.024266 
9.4888       1.2641     0.024194 
9.5018       1.1943     0.024231 
9.5149       1.1831     0.024458 
9.528       1.2455     0.024964  
9.5411       1.1853     0.025229 
9.548        1.229     0.003484  
9.5542       1.2628     0.026112 
9.5674       1.2043     0.025911 
9.5806       1.1801     0.025655 
9.5938       1.2239     0.026512 
9.6071       1.2027      0.02633 
9.6203       1.2059     0.026552 
9.6336       1.1523     0.026633 
9.644        1.226     0.003488  
9.647       1.2381     0.026974  
9.6603       1.1915     0.026552 
9.6737       1.2455     0.026675 
9.6872       1.2544     0.026824 
9.7006       1.1997     0.026721 
9.7141       1.3269     0.027161 
9.7276       1.2263     0.026893 
9.741         1.23     0.003514  
9.7411       1.2466     0.027079 
9.7547       1.2313     0.026784 
9.7683       1.2211     0.026795 
9.7819       1.2102     0.026894 
9.7955       1.2009      0.02665 
9.8092       1.2148     0.027212 
9.8229       1.1784       0.0264 
9.8366       1.1761     0.026587 
9.838        1.216     0.003493  
9.8504       1.1729     0.026655 
9.8642       1.2418      0.02697 
9.878        1.122     0.026492  
9.8918       1.1617     0.026272 
9.9057       1.1333     0.026143 
9.9196       1.1844     0.026559 
9.9336       1.1946     0.026621 
9.937        1.177     0.003447  
9.9475        1.163     0.026715 
9.9615        1.133      0.02616 
9.9755       1.2339     0.026665 
9.9896       1.1445     0.026269 
10.004       1.1089     0.026174 
10.018       1.0825      0.02603 
10.032         1.12     0.025967 
10.04        1.149     0.003428  
10.046       1.0836     0.026135 
10.06       1.1464     0.025961  
10.075       1.1476      0.02608 
10.089       1.1179     0.026436 
10.103       1.1618     0.026517 
10.118       1.1516     0.025643 
10.132       1.0536     0.025835 
10.14        1.129     0.003414  
10.146       1.0353     0.025674 
10.161       1.1233     0.026264 
10.175       1.1106     0.026065 
10.19       1.1048     0.025841  
10.204       1.1627     0.025863 
10.219        1.124     0.025883 
10.233       1.0913      0.02592 
10.24        1.114     0.003402  
10.248       1.1633     0.025831 
10.262       1.0768     0.025372 
10.277       1.1239     0.025936 
10.292       1.1263      0.02569 
10.307        1.152     0.025564 
10.321       1.1294     0.025943 
10.336       1.0703       0.0255 
10.34        1.118     0.003419  
10.351       1.1387     0.025961 
10.366       1.1191     0.025944 
10.381       1.1423     0.026088 
10.396       1.2033     0.026116 
10.411       1.2079     0.026268 
10.425       1.1742     0.026651 
10.441       1.1502     0.026629 
10.45        1.159      0.00349  
10.456       1.1935     0.026775 
10.471        1.224     0.027438 
10.486       1.2249     0.027039 
10.501       1.2206     0.027167 
10.516       1.2557     0.028267 
10.531       1.2754     0.028203 
10.547       1.2394     0.028898 
10.55        1.223     0.003605  
10.562       1.1998     0.029263 
10.577       1.3219     0.031358 
10.593       1.3455     0.033207 
10.608       1.2734     0.033241 
10.623       1.3003     0.033337 
10.639       1.3062     0.034439 
10.654       1.3702     0.034982 
10.66         1.29     0.003738  
10.67       1.3084     0.034761  
10.685       1.4004     0.035303 
10.701       1.4124     0.035172 
10.717       1.3825     0.035734 
10.732       1.2905     0.034696 
10.748       1.4262     0.035182 
10.764       1.4672     0.036283 
10.77        1.349     0.003874  
10.78       1.3355     0.034913  
10.795       1.4088     0.035755 
10.811       1.3975      0.03548 
10.827        1.361     0.035155 
10.843       1.4418     0.035249 
10.859       1.4283     0.035709 
10.87        1.401      0.00399  
10.875       1.4072     0.035042 
10.891       1.4754     0.036721 
10.907       1.4218     0.036302 
10.923       1.4246     0.035357 
10.939       1.3949     0.035172 
10.955       1.5236     0.036243 
10.971       1.3621     0.035501 
10.98        1.426     0.004058  
10.988       1.4371      0.03604 
11.004       1.4258     0.035957 
11.02       1.4684     0.036181  
11.036       1.4545     0.036339 
11.053       1.4657     0.036199 
11.069       1.4319     0.036469 
11.086       1.3913     0.035996 
11.09        1.421     0.004076  
11.102       1.3561     0.035886 
11.119       1.4494     0.037049 
11.135       1.2978     0.036376 
11.152        1.398     0.037338 
11.168       1.4536     0.038118 
11.185       1.4055     0.038139 
11.2        1.414     0.004069  
11.32        1.399     0.004056  
11.43        1.381     0.004039  
11.55        1.351     0.003998  
11.66        1.332     0.003982  
11.78        1.342     0.004018  
11.9        1.385     0.004134  
12.02        1.457     0.004318  
12.14        1.473     0.004363  
12.26        1.403     0.004225  
12.38        1.352     0.004128  
12.51        1.347     0.004131  
12.63        1.355     0.004166  
12.76        1.374     0.004225  
12.89          1.4     0.004307  
13.02         1.41     0.004344  
13.15        1.397     0.004341  
13.28        1.386     0.004323  
13.41         1.39     0.004341  
13.55        1.395     0.004359  
13.69        1.365     0.004318  
13.82        1.307     0.004213  
13.96        1.287     0.004185  
14.1        1.298      0.00421  
14.24          1.3     0.004234  
14.39        1.308     0.004242  
14.53        1.335     0.004313  
14.68        1.383     0.004433  
14.82        1.402     0.004505  
14.97        1.416     0.004544  
15.12        1.432     0.003563  
15.28        1.444     0.003592  
15.43         1.46     0.003629  
15.58        1.488     0.003689  
15.74        1.509     0.003738  
15.9        1.519     0.003765  
16.06        1.518     0.003762  
16.22        1.494     0.003715  
16.38        1.467     0.003669  
16.55        1.443     0.003627  
16.72        1.419     0.003583  
16.88        1.407      0.00356  
17.05        1.397     0.003551  
17.22        1.395     0.003549  
17.4        1.396     0.003542  
17.57        1.408     0.003546  
17.75        1.411     0.003549  
17.93        1.422     0.003557  
18.11        1.442     0.003582  
18.29         1.45     0.003591  
18.47        1.452     0.003586  
18.66        1.463     0.003602  
18.85        1.472     0.003611  
19.04        1.481     0.003622  
19.23        1.503     0.003651  
19.42        1.522     0.003673  
19.62        1.534     0.003666  
19.81        1.523     0.003622  
20.01        1.503     0.003571  
20.21        1.481     0.003527  
20.42        1.452      0.00347  
20.62        1.432     0.003417  
20.83        1.419     0.003385  
21.04        1.421     0.003373  
21.25        1.421     0.003354  
21.46        1.419     0.003336  
21.68        1.408     0.003312  
21.9        1.399     0.003284  
22.12        1.393     0.003254  
22.34        1.397     0.003239  
22.56        1.398     0.003227  
22.79        1.397     0.003221  
23.02        1.404     0.003218  
23.25        1.409     0.003221  
23.48         1.41     0.003214  
23.72        1.411     0.003201  
23.96        1.409     0.003185  
24.2        1.405     0.003171  
24.44        1.396     0.003158  
24.69        1.389     0.003141  
24.94        1.382     0.003124  
25.19        1.376     0.003109  
25.44        1.373     0.003093  
25.7        1.369     0.003073  
25.95        1.361     0.003051  
26.21        1.353     0.003027  
26.48        1.347      0.00301  
26.74        1.349        0.003  
27.01        1.347     0.002985  
27.28        1.345     0.002966  
27.56         1.34     0.002954  
27.84        1.331     0.002935  
28.12        1.327     0.002917  
28.4         1.32     0.002899  
28.68         1.31     0.002879  
28.97        1.309     0.002863  
29.26        1.308     0.002846  
29.56          1.3     0.002827  
29.85        1.292     0.002813  
30.15        1.283     0.002797  
30.46        1.275     0.002779  
30.76         1.27     0.002765  
31.07        1.262     0.002748  
31.38        1.255     0.002734  
31.7        1.247     0.002717  
32.02        1.243     0.002704  
32.34        1.244      0.00269  
32.67        1.237     0.002677  
32.99        1.231     0.002661  
33.33        1.225     0.002649  
33.66        1.223     0.002634  
34        1.214      0.00262
34.34        1.209     0.002605  
34.69        1.203     0.002594  
35.03        1.195     0.002577  
35.39        1.191     0.002563  
35.74        1.184     0.002549  
36.1        1.181     0.002537  
36.46        1.175     0.002525  
36.83        1.167      0.00251  
37.2        1.159     0.002497  
37.57        1.155     0.002483  
37.95        1.148     0.002471  
38.33         1.14     0.002458  
38.72        1.132     0.002445  
39.11        1.127     0.002433  
39.5        1.121      0.00242  
39.9        1.114     0.002407  
40.3        1.107     0.002396  
40.7        1.098     0.002382  
41.11        1.092     0.002366  
41.53        1.088     0.002354  
41.94        1.082     0.002342  
42.36        1.071     0.002327  
42.79        1.065     0.002319  
43.22        1.059     0.002308  
43.65        1.048     0.002293  
44.09        1.042     0.002282  
44.54        1.035     0.002272  
44.98        1.027      0.00226  
45.44        1.023      0.00225  
45.89        1.014     0.002238  
46.35        1.005     0.002229  
46.82       0.9964     0.002219  
47.29       0.9911     0.002207  
47.77        0.983     0.002198  
48.25       0.9723     0.002186  
48.73       0.9699     0.002177  
49.22       0.9635     0.002169  
49.72       0.9582     0.002158  
50.22       0.9484     0.002149  
50.72       0.9398      0.00214  
51.23       0.9317     0.002131  
51.74       0.9243     0.002123  
52.26       0.9153     0.002113  
52.79       0.9073     0.002104  
53.32       0.9018     0.002097  
53.86       0.8943     0.002087  
54.4       0.8866      0.00208  
54.94       0.8812     0.002073  
55.5       0.8706     0.002063  
56.05       0.8602     0.002057  
56.62       0.8596     0.002048  
57.19       0.8539     0.002042  
57.76       0.8448     0.002035  
58.34       0.8356     0.002027  
58.93        0.828     0.002019  
59.52       0.8213     0.002011  
60.12       0.8139     0.002004  
60.72       0.8061     0.001997  
61.33        0.799     0.001993  
61.95       0.7904     0.001983  
62.57       0.7815     0.001977  
63.2        0.777     0.001971  
63.84       0.7674     0.001964  
64.48       0.7627     0.001958  
65.13       0.7558     0.001954  
65.78       0.7499     0.001946  
66.44       0.7447     0.001941  
67.11       0.7336     0.001935  
67.78       0.7306     0.001929  
68.46       0.7238     0.001923  
69.15        0.714     0.001918  
69.85       0.7077     0.001911  
70.55       0.7009     0.001908  
71.26       0.6948     0.001902  
71.97       0.6885     0.001898  
72.7       0.6791     0.001893  
73.43       0.6728     0.001888  
74.17       0.6655     0.001882  
74.91       0.6578     0.001877  
75.67       0.6529      0.00187  
76.43       0.6458     0.001866  
77.19       0.6406     0.001861  
77.97       0.6338     0.001856  
78.75       0.6275     0.001852  
79.54       0.6222     0.001846  
80.34       0.6156     0.001842  
81.15       0.6087     0.001838  
81.97       0.6033     0.001834  
82.79       0.5952     0.001831  
83.62       0.5908     0.001826  
84.46       0.5847     0.001821  
85.31       0.5791     0.001818  
86.17       0.5734     0.001813  
87.04       0.5679     0.001808  
87.91       0.5613     0.001806  
88.79       0.5548     0.001803  
89.69       0.5508     0.001799  
90.59       0.5448     0.001793  
91.5       0.5403     0.001791  
92.42       0.5357     0.001787  
93.35       0.5288     0.001781  
94.28       0.5229      0.00178  
95.23       0.5178     0.001777  
96.19       0.5124     0.001774  
97.16       0.5067     0.001771  
98.13       0.5027     0.001766  
99.12        0.495     0.001765  
100.1       0.4906     0.001761  
101.1        0.486     0.001758  
102.1       0.4806     0.001755  
103.2       0.4763     0.001755  
104.2         0.47     0.001754  
105.2       0.4664     0.001747  
106.3        0.463     0.001743  
107.4       0.4593     0.001742  
108.5        0.457     0.001741  
109.5       0.4529     0.001739  
110.6        0.445     0.001735  
111.8       0.4407     0.001731  
112.9       0.4384      0.00173  
114       0.4347     0.001728   
115.2       0.4284     0.001727  
116.3       0.4244     0.001724  
117.5        0.421     0.001719  
118.7       0.4177     0.001717  
119.9       0.4153     0.001715  
121.1       0.4106     0.001716  
122.3       0.4056     0.001715  
123.5       0.4031     0.001711  
124.8       0.3991     0.001707  
126       0.3963     0.001708   
127.3       0.3918     0.001706  
128.6       0.3915     0.001704  
129.8       0.3893     0.001704  
131.1       0.3841     0.001703  
132.5       0.3798       0.0017  
133.8       0.3751     0.001701  
135.1       0.3726     0.001699  
136.5       0.3708     0.001696  
137.9        0.368     0.001697  
139.3        0.365     0.001697  
140.7       0.3605     0.001695  
142.1       0.3591     0.001695  
143.5       0.3562     0.001693  
144.9       0.3517     0.001692  
146.4         0.35     0.001696  
147.9       0.3483     0.001693  
149.4       0.3439      0.00169  
150.9       0.3417     0.001691  
152.4       0.3394      0.00169  
153.9       0.3388     0.001688  
155.5       0.3379     0.001689  
157       0.3331      0.00169   
158.6       0.3314     0.001691  
160.2       0.3315     0.001691  
161.8       0.3292     0.001692  
163.4       0.3276      0.00169  
165.1       0.3221      0.00169  
166.7       0.3201     0.001695  
168.4       0.3185     0.001692  
170.1       0.3197     0.001692  
171.8       0.3182     0.001694  
173.5       0.3147     0.001693  
175.3       0.3133     0.001694  
177       0.3145     0.001695   
178.8       0.3122     0.001699  
180.6       0.3077     0.001698  
182.4       0.3074     0.001698  
184.3       0.3074     0.001701  
186.1        0.306     0.001703  
188       0.3025     0.001702   
189.9       0.3026     0.001704  
191.8       0.3009     0.001707  
193.7       0.3007     0.001707  
195.7          0.3      0.00171  
197.6       0.2976     0.001711  
199.6       0.2985     0.001714  
201.6       0.2967     0.001714  
203.6       0.2961     0.001716  
205.7       0.2942     0.001719  
207.7       0.2932     0.001724  
209.8       0.2941     0.001722  
211.9       0.2926     0.001725  
214.1       0.2903     0.001727  
216.2       0.2886     0.001729  
218.4       0.2896     0.001731  
220.6       0.2882     0.001736  
222.8       0.2893     0.001739  
225.1       0.2876     0.001742  
227.3       0.2883     0.001743  
229.6        0.289     0.001746  
231.9       0.2852     0.001748  
234.2       0.2871     0.001753  
236.6        0.287     0.001756  
239       0.2844      0.00176   
241.4       0.2852     0.001761  
243.8       0.2838     0.001765  
246.2       0.2828     0.001768  
248.7       0.2832     0.001773  
251.2       0.2832     0.001778  
253.7       0.2793      0.00178  
256.3       0.2831     0.001785  
258.9       0.2839     0.001787  
261.5       0.2839     0.001791  
264.1       0.2834     0.001794  
266.8       0.2815     0.001799  
269.4       0.2847     0.001804  
272.1        0.283     0.001807  
274.9       0.2827      0.00181  
277.6       0.2816     0.001813  
280.4       0.2785     0.001818  
283.3        0.278     0.001822  
286.1       0.2806     0.001826  
289        0.282     0.001829   
291.9       0.2828     0.001832  
294.8       0.2802     0.001839  
297.8       0.2858      0.00184  
300.8       0.2849     0.001842  
303.8       0.2829     0.001843  
306.8       0.2831     0.001848  
309.9       0.2831     0.001855  
313       0.2834     0.001856   
316.2       0.2818     0.001858  
319.4       0.2843      0.00186  
322.6       0.2863     0.001863  
325.8       0.2838     0.001867  
329.1       0.2839     0.001868  
332.4       0.2864      0.00187  
335.7       0.2875     0.001872  
339.1       0.2884     0.001874  
342.5       0.2868     0.001878  
346       0.2868     0.001882   
349.4       0.2882     0.001882  
353       0.2855     0.001881   
356.5       0.2862     0.001879  
360.1       0.2869      0.00188  
363.7       0.2883     0.001885  
367.4       0.2905     0.001885  
371        0.289     0.001882   
374.8       0.2911     0.001882  
378.5        0.294      0.00188  
382.3        0.295     0.001881  
386.2       0.2921     0.001883  
390.1       0.2903     0.001881  
394        0.293     0.001878   
398       0.2951     0.001877   
402       0.2944     0.001876   
406       0.2937     0.001876   
410.1       0.2962     0.001878  
414.2       0.2968     0.001879  
418.4       0.2975     0.001875  
422.6       0.2987     0.001874  
426.8       0.2992     0.001872  
431.1       0.3006     0.001875  
435.4        0.302     0.001879  
439.8       0.3029     0.001883  
444.2       0.3025     0.001885  
448.7       0.3041     0.001887  
453.2       0.3049     0.001894  
457.8       0.3033     0.001902  
462.4       0.3056     0.001913  
467       0.3064     0.001924   
471.7        0.308     0.001934  
476.4        0.308     0.001947  
481.2       0.3077     0.001963  
486.1        0.312     0.001984  
490.9       0.3149     0.002007  
495.9       0.3149     0.002032  
500.9       0.3165     0.002059  
505.9       0.3161     0.002096  
511       0.3152     0.002132   
516.1       0.3154     0.002172  
521.3       0.3169      0.00222  
526.5       0.3175     0.002275  
531.8       0.3165     0.002339  
537.2       0.3174     0.002414  
542.6       0.3215     0.002509  
548       0.3245     0.002625   
553.5        0.323     0.002741  
559.1       0.3223     0.002865  
