#ZVView-data-copy:  10-Nov-2015 14:42:01
#=======================================
#
#name:   6-C-0(N,TOT),,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  3
#ldata:  2444
#data...
#            X            Y         +-dY  # Comments...
#          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
        4.6321       1.4785     0.012763  # 2001,W.P.Abfalterer+     ## 13794002
        4.6366       1.4651     0.012666  # 2001,W.P.Abfalterer+     ## 13794002
         4.641       1.4892      0.01261  # 2001,W.P.Abfalterer+     ## 13794002
        4.6454       1.4678     0.012559  # 2001,W.P.Abfalterer+     ## 13794002
        4.6499       1.4418     0.012455  # 2001,W.P.Abfalterer+     ## 13794002
        4.6543       1.4445      0.01238  # 2001,W.P.Abfalterer+     ## 13794002
        4.6588       1.4365     0.012279  # 2001,W.P.Abfalterer+     ## 13794002
        4.6633       1.4279     0.012351  # 2001,W.P.Abfalterer+     ## 13794002
        4.6677       1.4251     0.012215  # 2001,W.P.Abfalterer+     ## 13794002
        4.6722       1.4282      0.01228  # 2001,W.P.Abfalterer+     ## 13794002
        4.6767       1.4505     0.012195  # 2001,W.P.Abfalterer+     ## 13794002
        4.6812       1.4347     0.012124  # 2001,W.P.Abfalterer+     ## 13794002
        4.6857       1.4435     0.012077  # 2001,W.P.Abfalterer+     ## 13794002
        4.6902       1.4107     0.011915  # 2001,W.P.Abfalterer+     ## 13794002
        4.6947       1.4065     0.011937  # 2001,W.P.Abfalterer+     ## 13794002
        4.6992       1.4178      0.01191  # 2001,W.P.Abfalterer+     ## 13794002
        4.7037       1.3934     0.011809  # 2001,W.P.Abfalterer+     ## 13794002
        4.7083       1.4101     0.011882  # 2001,W.P.Abfalterer+     ## 13794002
        4.7128       1.4106     0.011812  # 2001,W.P.Abfalterer+     ## 13794002
        4.7174       1.3842     0.011726  # 2001,W.P.Abfalterer+     ## 13794002
        4.7219       1.4149      0.01175  # 2001,W.P.Abfalterer+     ## 13794002
        4.7265       1.3505     0.011566  # 2001,W.P.Abfalterer+     ## 13794002
         4.731       1.3481     0.011491  # 2001,W.P.Abfalterer+     ## 13794002
        4.7356       1.3478      0.01151  # 2001,W.P.Abfalterer+     ## 13794002
        4.7402       1.3285     0.011486  # 2001,W.P.Abfalterer+     ## 13794002
        4.7448       1.3865      0.01156  # 2001,W.P.Abfalterer+     ## 13794002
        4.7493        1.367     0.011567  # 2001,W.P.Abfalterer+     ## 13794002
        4.7539       1.3438     0.011533  # 2001,W.P.Abfalterer+     ## 13794002
        4.7585        1.358     0.011479  # 2001,W.P.Abfalterer+     ## 13794002
        4.7632       1.3561      0.01151  # 2001,W.P.Abfalterer+     ## 13794002
        4.7678        1.354     0.011472  # 2001,W.P.Abfalterer+     ## 13794002
        4.7724       1.3196       0.0114  # 2001,W.P.Abfalterer+     ## 13794002
         4.777        1.369     0.011449  # 2001,W.P.Abfalterer+     ## 13794002
        4.7817       1.3751     0.011464  # 2001,W.P.Abfalterer+     ## 13794002
        4.7863       1.3473     0.011326  # 2001,W.P.Abfalterer+     ## 13794002
        4.7909       1.3296     0.011288  # 2001,W.P.Abfalterer+     ## 13794002
        4.7956       1.3361     0.011329  # 2001,W.P.Abfalterer+     ## 13794002
        4.8003       1.3105     0.011272  # 2001,W.P.Abfalterer+     ## 13794002
         4.805       1.2759     0.011179  # 2001,W.P.Abfalterer+     ## 13794002
        4.8096       1.3025     0.011237  # 2001,W.P.Abfalterer+     ## 13794002
        4.8143       1.3173     0.011341  # 2001,W.P.Abfalterer+     ## 13794002
         4.819       1.3073     0.011214  # 2001,W.P.Abfalterer+     ## 13794002
        4.8237       1.2951     0.011221  # 2001,W.P.Abfalterer+     ## 13794002
        4.8284       1.2862     0.011207  # 2001,W.P.Abfalterer+     ## 13794002
        4.8331       1.3016     0.011195  # 2001,W.P.Abfalterer+     ## 13794002
        4.8378       1.3067     0.011237  # 2001,W.P.Abfalterer+     ## 13794002
        4.8426       1.2945      0.01113  # 2001,W.P.Abfalterer+     ## 13794002
        4.8473       1.3068     0.011139  # 2001,W.P.Abfalterer+     ## 13794002
         4.852       1.2939      0.01109  # 2001,W.P.Abfalterer+     ## 13794002
        4.8568       1.3062     0.011071  # 2001,W.P.Abfalterer+     ## 13794002
        4.8615        1.302     0.011032  # 2001,W.P.Abfalterer+     ## 13794002
        4.8663        1.275     0.011014  # 2001,W.P.Abfalterer+     ## 13794002
        4.8711       1.2832     0.011018  # 2001,W.P.Abfalterer+     ## 13794002
        4.8758       1.2771     0.010945  # 2001,W.P.Abfalterer+     ## 13794002
        4.8806       1.2612     0.010906  # 2001,W.P.Abfalterer+     ## 13794002
        4.8854       1.3166      0.01103  # 2001,W.P.Abfalterer+     ## 13794002
        4.8902       1.2758     0.010892  # 2001,W.P.Abfalterer+     ## 13794002
         4.895       1.2889     0.010933  # 2001,W.P.Abfalterer+     ## 13794002
        4.8998       1.2908     0.010888  # 2001,W.P.Abfalterer+     ## 13794002
        4.9046       1.2865      0.01091  # 2001,W.P.Abfalterer+     ## 13794002
        4.9095       1.2601       0.0109  # 2001,W.P.Abfalterer+     ## 13794002
        4.9143       1.3176     0.010961  # 2001,W.P.Abfalterer+     ## 13794002
        4.9191       1.3165     0.011023  # 2001,W.P.Abfalterer+     ## 13794002
         4.924       1.3648     0.011232  # 2001,W.P.Abfalterer+     ## 13794002
        4.9288       1.3876     0.011199  # 2001,W.P.Abfalterer+     ## 13794002
        4.9337       1.3162     0.011017  # 2001,W.P.Abfalterer+     ## 13794002
        4.9385       1.2967     0.010879  # 2001,W.P.Abfalterer+     ## 13794002
        4.9434       1.2369     0.010694  # 2001,W.P.Abfalterer+     ## 13794002
        4.9483       1.2476      0.01065  # 2001,W.P.Abfalterer+     ## 13794002
        4.9532        1.229      0.01059  # 2001,W.P.Abfalterer+     ## 13794002
        4.9581       1.2207     0.010575  # 2001,W.P.Abfalterer+     ## 13794002
         4.963       1.2172     0.010547  # 2001,W.P.Abfalterer+     ## 13794002
        4.9679       1.2208     0.010524  # 2001,W.P.Abfalterer+     ## 13794002
        4.9728       1.2306     0.010575  # 2001,W.P.Abfalterer+     ## 13794002
        4.9778       1.2155     0.010519  # 2001,W.P.Abfalterer+     ## 13794002
        4.9827       1.1926     0.010484  # 2001,W.P.Abfalterer+     ## 13794002
        4.9876       1.2072     0.010462  # 2001,W.P.Abfalterer+     ## 13794002
        4.9926       1.1883     0.010487  # 2001,W.P.Abfalterer+     ## 13794002
        4.9975       1.1926     0.010483  # 2001,W.P.Abfalterer+     ## 13794002
        5.0025       1.1869     0.010571  # 2001,W.P.Abfalterer+     ## 13794002
        5.0075        1.201     0.010645  # 2001,W.P.Abfalterer+     ## 13794002
        5.0124       1.2079     0.010644  # 2001,W.P.Abfalterer+     ## 13794002
        5.0174       1.2018     0.010699  # 2001,W.P.Abfalterer+     ## 13794002
        5.0224       1.1829     0.010713  # 2001,W.P.Abfalterer+     ## 13794002
        5.0274       1.1869     0.010695  # 2001,W.P.Abfalterer+     ## 13794002
        5.0324        1.184     0.010717  # 2001,W.P.Abfalterer+     ## 13794002
        5.0374       1.1737     0.010675  # 2001,W.P.Abfalterer+     ## 13794002
        5.0425       1.1836     0.010689  # 2001,W.P.Abfalterer+     ## 13794002
        5.0475       1.2139     0.010791  # 2001,W.P.Abfalterer+     ## 13794002
        5.0525       1.1679     0.010636  # 2001,W.P.Abfalterer+     ## 13794002
        5.0576        1.176     0.010639  # 2001,W.P.Abfalterer+     ## 13794002
        5.0626       1.1847     0.010698  # 2001,W.P.Abfalterer+     ## 13794002
        5.0677       1.1791     0.010675  # 2001,W.P.Abfalterer+     ## 13794002
        5.0728       1.1624     0.010627  # 2001,W.P.Abfalterer+     ## 13794002
        5.0778       1.1564     0.010612  # 2001,W.P.Abfalterer+     ## 13794002
        5.0829       1.1492     0.010664  # 2001,W.P.Abfalterer+     ## 13794002
         5.088       1.1214     0.010592  # 2001,W.P.Abfalterer+     ## 13794002
        5.0931       1.1697     0.010701  # 2001,W.P.Abfalterer+     ## 13794002
        5.0982       1.1451     0.010702  # 2001,W.P.Abfalterer+     ## 13794002
        5.1033       1.1592     0.010816  # 2001,W.P.Abfalterer+     ## 13794002
        5.1084       1.1284     0.010779  # 2001,W.P.Abfalterer+     ## 13794002
        5.1136       1.1461     0.010828  # 2001,W.P.Abfalterer+     ## 13794002
        5.1187       1.1415     0.010799  # 2001,W.P.Abfalterer+     ## 13794002
        5.1238       1.1346     0.010787  # 2001,W.P.Abfalterer+     ## 13794002
         5.129       1.1105     0.010689  # 2001,W.P.Abfalterer+     ## 13794002
        5.1342       1.1408     0.010677  # 2001,W.P.Abfalterer+     ## 13794002
        5.1393       1.1105     0.010602  # 2001,W.P.Abfalterer+     ## 13794002
        5.1445       1.1426     0.010688  # 2001,W.P.Abfalterer+     ## 13794002
        5.1497       1.1419     0.010625  # 2001,W.P.Abfalterer+     ## 13794002
        5.1549        1.128     0.010582  # 2001,W.P.Abfalterer+     ## 13794002
        5.1601       1.1281     0.010553  # 2001,W.P.Abfalterer+     ## 13794002
        5.1653        1.137     0.010604  # 2001,W.P.Abfalterer+     ## 13794002
        5.1705       1.1289     0.010579  # 2001,W.P.Abfalterer+     ## 13794002
        5.1757        1.116     0.010545  # 2001,W.P.Abfalterer+     ## 13794002
         5.181        1.122     0.010497  # 2001,W.P.Abfalterer+     ## 13794002
        5.1862       1.1407     0.010538  # 2001,W.P.Abfalterer+     ## 13794002
        5.1915       1.1092     0.010529  # 2001,W.P.Abfalterer+     ## 13794002
        5.1967       1.1246     0.010522  # 2001,W.P.Abfalterer+     ## 13794002
         5.202       1.1129     0.010481  # 2001,W.P.Abfalterer+     ## 13794002
        5.2072       1.0763     0.010509  # 2001,W.P.Abfalterer+     ## 13794002
        5.2125       1.1133     0.010598  # 2001,W.P.Abfalterer+     ## 13794002
        5.2178        1.088     0.010658  # 2001,W.P.Abfalterer+     ## 13794002
        5.2231       1.0799     0.010816  # 2001,W.P.Abfalterer+     ## 13794002
        5.2284       1.1145      0.01106  # 2001,W.P.Abfalterer+     ## 13794002
        5.2337        1.071     0.011057  # 2001,W.P.Abfalterer+     ## 13794002
         5.239       1.0995     0.011197  # 2001,W.P.Abfalterer+     ## 13794002
        5.2444       1.0704     0.011211  # 2001,W.P.Abfalterer+     ## 13794002
        5.2497       1.0858     0.011381  # 2001,W.P.Abfalterer+     ## 13794002
         5.255       1.1007     0.011389  # 2001,W.P.Abfalterer+     ## 13794002
        5.2604       1.0626      0.01133  # 2001,W.P.Abfalterer+     ## 13794002
        5.2657       1.0708     0.011335  # 2001,W.P.Abfalterer+     ## 13794002
        5.2711       1.0783     0.011367  # 2001,W.P.Abfalterer+     ## 13794002
        5.2765       1.0469     0.011265  # 2001,W.P.Abfalterer+     ## 13794002
        5.2819       1.0553     0.011296  # 2001,W.P.Abfalterer+     ## 13794002
        5.2873       1.0651     0.011289  # 2001,W.P.Abfalterer+     ## 13794002
        5.2927       1.0567     0.011293  # 2001,W.P.Abfalterer+     ## 13794002
         5.293        1.059     0.003346  # 2001,W.P.Abfalterer+     ## 13753007
        5.2981       1.0731     0.011242  # 2001,W.P.Abfalterer+     ## 13794002
        5.3035       1.0631     0.011278  # 2001,W.P.Abfalterer+     ## 13794002
        5.3089       1.1403     0.011432  # 2001,W.P.Abfalterer+     ## 13794002
        5.3144       1.1347     0.011437  # 2001,W.P.Abfalterer+     ## 13794002
        5.3198       1.1567     0.011465  # 2001,W.P.Abfalterer+     ## 13794002
        5.3253        1.176     0.011636  # 2001,W.P.Abfalterer+     ## 13794002
        5.3307       1.2543     0.011864  # 2001,W.P.Abfalterer+     ## 13794002
        5.3362       1.3293     0.012196  # 2001,W.P.Abfalterer+     ## 13794002
        5.3417       1.4757     0.012843  # 2001,W.P.Abfalterer+     ## 13794002
         5.346        1.335     0.003872  # 2001,W.P.Abfalterer+     ## 13753007
        5.3472       1.5881      0.01332  # 2001,W.P.Abfalterer+     ## 13794002
        5.3527       1.6773      0.01373  # 2001,W.P.Abfalterer+     ## 13794002
        5.3582        1.708     0.013875  # 2001,W.P.Abfalterer+     ## 13794002
        5.3637       1.6658     0.013676  # 2001,W.P.Abfalterer+     ## 13794002
        5.3692       1.5738      0.01329  # 2001,W.P.Abfalterer+     ## 13794002
        5.3747       1.5177     0.012959  # 2001,W.P.Abfalterer+     ## 13794002
        5.3802        1.432     0.012563  # 2001,W.P.Abfalterer+     ## 13794002
        5.3858       1.3616     0.012389  # 2001,W.P.Abfalterer+     ## 13794002
        5.3913       1.3201     0.012098  # 2001,W.P.Abfalterer+     ## 13794002
        5.3969       1.3088     0.012033  # 2001,W.P.Abfalterer+     ## 13794002
         5.399        1.312     0.003759  # 2001,W.P.Abfalterer+     ## 13753007
        5.4025       1.2611     0.011785  # 2001,W.P.Abfalterer+     ## 13794002
        5.4081       1.2166     0.011685  # 2001,W.P.Abfalterer+     ## 13794002
        5.4137       1.2114     0.011618  # 2001,W.P.Abfalterer+     ## 13794002
        5.4192       1.2097     0.011569  # 2001,W.P.Abfalterer+     ## 13794002
        5.4248       1.1845      0.01155  # 2001,W.P.Abfalterer+     ## 13794002
        5.4305       1.2019     0.011449  # 2001,W.P.Abfalterer+     ## 13794002
        5.4361       1.1783      0.01137  # 2001,W.P.Abfalterer+     ## 13794002
        5.4417       1.1676     0.011389  # 2001,W.P.Abfalterer+     ## 13794002
        5.4474       1.1625     0.011278  # 2001,W.P.Abfalterer+     ## 13794002
         5.453       1.1539     0.011289  # 2001,W.P.Abfalterer+     ## 13794002
         5.454        1.175     0.003479  # 2001,W.P.Abfalterer+     ## 13753007
        5.4587       1.1484     0.011274  # 2001,W.P.Abfalterer+     ## 13794002
        5.4643       1.1117     0.011148  # 2001,W.P.Abfalterer+     ## 13794002
          5.47       1.1267     0.011128  # 2001,W.P.Abfalterer+     ## 13794002
        5.4757       1.0975     0.011092  # 2001,W.P.Abfalterer+     ## 13794002
        5.4814       1.1331     0.011178  # 2001,W.P.Abfalterer+     ## 13794002
        5.4871       1.1127     0.011158  # 2001,W.P.Abfalterer+     ## 13794002
        5.4928       1.1205     0.011095  # 2001,W.P.Abfalterer+     ## 13794002
        5.4985        1.116     0.011025  # 2001,W.P.Abfalterer+     ## 13794002
        5.5043        1.082     0.010985  # 2001,W.P.Abfalterer+     ## 13794002
         5.509        1.109     0.003363  # 2001,W.P.Abfalterer+     ## 13753007
          5.51        1.114     0.011041  # 2001,W.P.Abfalterer+     ## 13794002
        5.5157       1.1057     0.011003  # 2001,W.P.Abfalterer+     ## 13794002
        5.5215       1.1057     0.010982  # 2001,W.P.Abfalterer+     ## 13794002
        5.5273       1.0943     0.010967  # 2001,W.P.Abfalterer+     ## 13794002
         5.533       1.1092     0.010964  # 2001,W.P.Abfalterer+     ## 13794002
        5.5388       1.0848     0.010967  # 2001,W.P.Abfalterer+     ## 13794002
        5.5446       1.0963     0.010991  # 2001,W.P.Abfalterer+     ## 13794002
        5.5504       1.1012     0.011028  # 2001,W.P.Abfalterer+     ## 13794002
        5.5562        1.083       0.0109  # 2001,W.P.Abfalterer+     ## 13794002
         5.562       1.0856     0.010984  # 2001,W.P.Abfalterer+     ## 13794002
         5.564        1.086     0.003335  # 2001,W.P.Abfalterer+     ## 13753007
        5.5679       1.0958     0.010962  # 2001,W.P.Abfalterer+     ## 13794002
        5.5737       1.0674     0.010903  # 2001,W.P.Abfalterer+     ## 13794002
        5.5796       1.0796     0.010941  # 2001,W.P.Abfalterer+     ## 13794002
        5.5854       1.0774     0.010918  # 2001,W.P.Abfalterer+     ## 13794002
        5.5913       1.0821     0.010879  # 2001,W.P.Abfalterer+     ## 13794002
        5.5972       1.1013     0.010944  # 2001,W.P.Abfalterer+     ## 13794002
        5.6031       1.0825     0.010835  # 2001,W.P.Abfalterer+     ## 13794002
         5.609       1.0768     0.010768  # 2001,W.P.Abfalterer+     ## 13794002
        5.6149       1.0867     0.010806  # 2001,W.P.Abfalterer+     ## 13794002
          5.62        1.075      0.00332  # 2001,W.P.Abfalterer+     ## 13753007
        5.6208       1.0767     0.010804  # 2001,W.P.Abfalterer+     ## 13794002
        5.6267       1.0875     0.010783  # 2001,W.P.Abfalterer+     ## 13794002
        5.6326       1.0761     0.010732  # 2001,W.P.Abfalterer+     ## 13794002
        5.6386       1.0717      0.01073  # 2001,W.P.Abfalterer+     ## 13794002
        5.6445       1.0766     0.010726  # 2001,W.P.Abfalterer+     ## 13794002
        5.6505       1.0982     0.010742  # 2001,W.P.Abfalterer+     ## 13794002
        5.6564       1.0654     0.010622  # 2001,W.P.Abfalterer+     ## 13794002
        5.6624       1.0452     0.010584  # 2001,W.P.Abfalterer+     ## 13794002
        5.6684       1.0521      0.01063  # 2001,W.P.Abfalterer+     ## 13794002
        5.6744       1.0906     0.010697  # 2001,W.P.Abfalterer+     ## 13794002
         5.676        1.064      0.00328  # 2001,W.P.Abfalterer+     ## 13753007
        5.6804       1.0764     0.010624  # 2001,W.P.Abfalterer+     ## 13794002
        5.6864       1.0624     0.010554  # 2001,W.P.Abfalterer+     ## 13794002
        5.6925       1.0784     0.010604  # 2001,W.P.Abfalterer+     ## 13794002
        5.6985       1.0595      0.01057  # 2001,W.P.Abfalterer+     ## 13794002
        5.7045       1.0766     0.010554  # 2001,W.P.Abfalterer+     ## 13794002
        5.7106       1.0831     0.010545  # 2001,W.P.Abfalterer+     ## 13794002
        5.7167       1.0689     0.010492  # 2001,W.P.Abfalterer+     ## 13794002
        5.7227       1.0852     0.010509  # 2001,W.P.Abfalterer+     ## 13794002
        5.7288       1.0668     0.010454  # 2001,W.P.Abfalterer+     ## 13794002
         5.733        1.065     0.003236  # 2001,W.P.Abfalterer+     ## 13753007
        5.7349       1.0814     0.010444  # 2001,W.P.Abfalterer+     ## 13794002
         5.741       1.0457     0.010392  # 2001,W.P.Abfalterer+     ## 13794002
        5.7471       1.0504     0.010384  # 2001,W.P.Abfalterer+     ## 13794002
        5.7533       1.0661     0.010427  # 2001,W.P.Abfalterer+     ## 13794002
        5.7594       1.0536     0.010338  # 2001,W.P.Abfalterer+     ## 13794002
        5.7655       1.0823     0.010397  # 2001,W.P.Abfalterer+     ## 13794002
        5.7717        1.055     0.010348  # 2001,W.P.Abfalterer+     ## 13794002
        5.7779       1.0771     0.010345  # 2001,W.P.Abfalterer+     ## 13794002
         5.784         1.07     0.010327  # 2001,W.P.Abfalterer+     ## 13794002
        5.7902       1.0695     0.010308  # 2001,W.P.Abfalterer+     ## 13794002
         5.791        1.059     0.003202  # 2001,W.P.Abfalterer+     ## 13753007
        5.7964        1.075     0.010304  # 2001,W.P.Abfalterer+     ## 13794002
        5.8026       1.0791     0.010346  # 2001,W.P.Abfalterer+     ## 13794002
        5.8088       1.0802     0.010351  # 2001,W.P.Abfalterer+     ## 13794002
         5.815       1.0512     0.010209  # 2001,W.P.Abfalterer+     ## 13794002
        5.8213       1.0665      0.01024  # 2001,W.P.Abfalterer+     ## 13794002
        5.8275       1.0909     0.010348  # 2001,W.P.Abfalterer+     ## 13794002
        5.8338       1.1033     0.010312  # 2001,W.P.Abfalterer+     ## 13794002
          5.84       1.0839     0.010266  # 2001,W.P.Abfalterer+     ## 13794002
        5.8463        1.062     0.010182  # 2001,W.P.Abfalterer+     ## 13794002
         5.849        1.061     0.003191  # 2001,W.P.Abfalterer+     ## 13753007
        5.8526       1.0905     0.010315  # 2001,W.P.Abfalterer+     ## 13794002
        5.8589       1.0808     0.010257  # 2001,W.P.Abfalterer+     ## 13794002
        5.8652       1.0807     0.010257  # 2001,W.P.Abfalterer+     ## 13794002
        5.8715       1.0663     0.010233  # 2001,W.P.Abfalterer+     ## 13794002
        5.8778        1.072     0.010249  # 2001,W.P.Abfalterer+     ## 13794002
        5.8842       1.0936     0.010339  # 2001,W.P.Abfalterer+     ## 13794002
        5.8905       1.0739     0.010382  # 2001,W.P.Abfalterer+     ## 13794002
        5.8969       1.0716     0.010372  # 2001,W.P.Abfalterer+     ## 13794002
        5.9032        1.085     0.010396  # 2001,W.P.Abfalterer+     ## 13794002
         5.908        1.069     0.003226  # 2001,W.P.Abfalterer+     ## 13753007
        5.9096       1.0963     0.010396  # 2001,W.P.Abfalterer+     ## 13794002
         5.916       1.0716     0.010333  # 2001,W.P.Abfalterer+     ## 13794002
        5.9224       1.1105     0.010403  # 2001,W.P.Abfalterer+     ## 13794002
        5.9288       1.0804     0.010344  # 2001,W.P.Abfalterer+     ## 13794002
        5.9352       1.0974      0.01032  # 2001,W.P.Abfalterer+     ## 13794002
        5.9416       1.0844     0.010312  # 2001,W.P.Abfalterer+     ## 13794002
        5.9481       1.0787     0.010246  # 2001,W.P.Abfalterer+     ## 13794002
        5.9545       1.0795      0.01025  # 2001,W.P.Abfalterer+     ## 13794002
         5.961       1.0759     0.010205  # 2001,W.P.Abfalterer+     ## 13794002
         5.967        1.079     0.003217  # 2001,W.P.Abfalterer+     ## 13753007
        5.9675       1.0995     0.010311  # 2001,W.P.Abfalterer+     ## 13794002
        5.9739       1.0801     0.010267  # 2001,W.P.Abfalterer+     ## 13794002
        5.9804       1.1268     0.010411  # 2001,W.P.Abfalterer+     ## 13794002
        5.9869       1.0917     0.010259  # 2001,W.P.Abfalterer+     ## 13794002
        5.9934       1.1082     0.010327  # 2001,W.P.Abfalterer+     ## 13794002
             6       1.0828     0.010302  # 2001,W.P.Abfalterer+     ## 13794002
        6.0065       1.0969     0.010367  # 2001,W.P.Abfalterer+     ## 13794002
         6.013       1.0967     0.010402  # 2001,W.P.Abfalterer+     ## 13794002
        6.0196       1.0922      0.01053  # 2001,W.P.Abfalterer+     ## 13794002
        6.0262       1.0904     0.010648  # 2001,W.P.Abfalterer+     ## 13794002
         6.027        1.092     0.003212  # 2001,W.P.Abfalterer+     ## 13753007
        6.0327       1.0891      0.01073  # 2001,W.P.Abfalterer+     ## 13794002
        6.0393       1.1196     0.010872  # 2001,W.P.Abfalterer+     ## 13794002
        6.0459       1.1028     0.011021  # 2001,W.P.Abfalterer+     ## 13794002
        6.0525       1.1341     0.011209  # 2001,W.P.Abfalterer+     ## 13794002
        6.0592        1.046     0.011334  # 2001,W.P.Abfalterer+     ## 13794002
        6.0658       1.0644     0.011717  # 2001,W.P.Abfalterer+     ## 13794002
        6.0724       1.0702     0.012551  # 2001,W.P.Abfalterer+     ## 13794002
        6.0791       1.0943     0.013874  # 2001,W.P.Abfalterer+     ## 13794002
        6.0858       1.1573     0.015799  # 2001,W.P.Abfalterer+     ## 13794002
         6.088        1.116     0.003239  # 2001,W.P.Abfalterer+     ## 13753007
        6.0924       1.2407     0.018146  # 2001,W.P.Abfalterer+     ## 13794002
        6.0991       1.2869     0.019914  # 2001,W.P.Abfalterer+     ## 13794002
        6.1058       1.2093     0.021165  # 2001,W.P.Abfalterer+     ## 13794002
        6.1125       1.2532     0.022438  # 2001,W.P.Abfalterer+     ## 13794002
        6.1192       1.1914     0.022994  # 2001,W.P.Abfalterer+     ## 13794002
         6.126       1.2346     0.023668  # 2001,W.P.Abfalterer+     ## 13794002
        6.1327       1.1596     0.023414  # 2001,W.P.Abfalterer+     ## 13794002
        6.1395       1.1906     0.023833  # 2001,W.P.Abfalterer+     ## 13794002
        6.1462       1.1747     0.023928  # 2001,W.P.Abfalterer+     ## 13794002
         6.149        1.156       0.0033  # 2001,W.P.Abfalterer+     ## 13753007
         6.153       1.2067     0.023963  # 2001,W.P.Abfalterer+     ## 13794002
        6.1598       1.1809     0.023943  # 2001,W.P.Abfalterer+     ## 13794002
        6.1666       1.2112      0.02452  # 2001,W.P.Abfalterer+     ## 13794002
        6.1734       1.2186     0.024296  # 2001,W.P.Abfalterer+     ## 13794002
        6.1802        1.286     0.024703  # 2001,W.P.Abfalterer+     ## 13794002
         6.187       1.3269     0.025038  # 2001,W.P.Abfalterer+     ## 13794002
        6.1939        1.385     0.025276  # 2001,W.P.Abfalterer+     ## 13794002
        6.2007       1.3951     0.025352  # 2001,W.P.Abfalterer+     ## 13794002
        6.2076       1.4171     0.025617  # 2001,W.P.Abfalterer+     ## 13794002
         6.211        1.312     0.003559  # 2001,W.P.Abfalterer+     ## 13753007
        6.2145       1.4583     0.026178  # 2001,W.P.Abfalterer+     ## 13794002
        6.2214       1.5678     0.026999  # 2001,W.P.Abfalterer+     ## 13794002
        6.2283       1.6027     0.027101  # 2001,W.P.Abfalterer+     ## 13794002
        6.2352       1.7341     0.028514  # 2001,W.P.Abfalterer+     ## 13794002
        6.2421       1.8994     0.029869  # 2001,W.P.Abfalterer+     ## 13794002
         6.249       1.9956     0.030899  # 2001,W.P.Abfalterer+     ## 13794002
         6.256       2.1691     0.032276  # 2001,W.P.Abfalterer+     ## 13794002
        6.2629       2.2438     0.033747  # 2001,W.P.Abfalterer+     ## 13794002
        6.2699       2.4278     0.035229  # 2001,W.P.Abfalterer+     ## 13794002
         6.273        2.015      0.00527  # 2001,W.P.Abfalterer+     ## 13753007
        6.2769       2.3955     0.035148  # 2001,W.P.Abfalterer+     ## 13794002
        6.2839       2.3207     0.034013  # 2001,W.P.Abfalterer+     ## 13794002
        6.2909       2.1768     0.032461  # 2001,W.P.Abfalterer+     ## 13794002
        6.2979       1.9537     0.030502  # 2001,W.P.Abfalterer+     ## 13794002
        6.3049       1.8181     0.029322  # 2001,W.P.Abfalterer+     ## 13794002
         6.312       1.6793     0.028018  # 2001,W.P.Abfalterer+     ## 13794002
         6.319       1.6336     0.027606  # 2001,W.P.Abfalterer+     ## 13794002
        6.3261        1.536     0.026687  # 2001,W.P.Abfalterer+     ## 13794002
        6.3332       1.5559     0.026633  # 2001,W.P.Abfalterer+     ## 13794002
         6.336        1.693     0.004366  # 2001,W.P.Abfalterer+     ## 13753007
        6.3403       1.4803     0.026578  # 2001,W.P.Abfalterer+     ## 13794002
        6.3474       1.4575     0.025834  # 2001,W.P.Abfalterer+     ## 13794002
        6.3545       1.3824     0.025158  # 2001,W.P.Abfalterer+     ## 13794002
        6.3616        1.289      0.02475  # 2001,W.P.Abfalterer+     ## 13794002
        6.3687       1.1809     0.023917  # 2001,W.P.Abfalterer+     ## 13794002
        6.3759       1.2125      0.02382  # 2001,W.P.Abfalterer+     ## 13794002
         6.383       1.1948     0.023866  # 2001,W.P.Abfalterer+     ## 13794002
        6.3902       1.1418     0.023703  # 2001,W.P.Abfalterer+     ## 13794002
        6.3974       1.1467      0.02354  # 2001,W.P.Abfalterer+     ## 13794002
           6.4        1.213     0.003375  # 2001,W.P.Abfalterer+     ## 13753007
        6.4046       1.1453     0.023339  # 2001,W.P.Abfalterer+     ## 13794002
        6.4118       1.0786     0.023332  # 2001,W.P.Abfalterer+     ## 13794002
         6.419       1.1397     0.023443  # 2001,W.P.Abfalterer+     ## 13794002
        6.4262       1.0878      0.02356  # 2001,W.P.Abfalterer+     ## 13794002
        6.4335       1.0785     0.023771  # 2001,W.P.Abfalterer+     ## 13794002
        6.4408        1.056     0.023746  # 2001,W.P.Abfalterer+     ## 13794002
         6.448       1.1495     0.024515  # 2001,W.P.Abfalterer+     ## 13794002
        6.4553        1.023     0.023806  # 2001,W.P.Abfalterer+     ## 13794002
        6.4626       1.0837      0.02425  # 2001,W.P.Abfalterer+     ## 13794002
         6.464        1.063     0.003093  # 2001,W.P.Abfalterer+     ## 13753007
        6.4699       1.0447      0.02365  # 2001,W.P.Abfalterer+     ## 13794002
        6.4772       1.0127     0.024058  # 2001,W.P.Abfalterer+     ## 13794002
        6.4846      0.92765      0.02332  # 2001,W.P.Abfalterer+     ## 13794002
        6.4919       1.0345     0.023776  # 2001,W.P.Abfalterer+     ## 13794002
        6.4993       1.0377     0.023854  # 2001,W.P.Abfalterer+     ## 13794002
        6.5066      0.95951     0.023408  # 2001,W.P.Abfalterer+     ## 13794002
