#ZVView-data-copy:  10-Nov-2015 14:42:01
#=======================================
#
#name:   6-C-0(N,TOT),,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  3
#ldata:  2444
#data...
#            X            Y         +-dY  # Comments...
#          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
         45.44        1.023      0.00225  # 2001,W.P.Abfalterer+     ## 13753007
         45.89        1.014     0.002238  # 2001,W.P.Abfalterer+     ## 13753007
         46.35        1.005     0.002229  # 2001,W.P.Abfalterer+     ## 13753007
         46.82       0.9964     0.002219  # 2001,W.P.Abfalterer+     ## 13753007
         47.29       0.9911     0.002207  # 2001,W.P.Abfalterer+     ## 13753007
         47.77        0.983     0.002198  # 2001,W.P.Abfalterer+     ## 13753007
         48.25       0.9723     0.002186  # 2001,W.P.Abfalterer+     ## 13753007
         48.73       0.9699     0.002177  # 2001,W.P.Abfalterer+     ## 13753007
         49.22       0.9635     0.002169  # 2001,W.P.Abfalterer+     ## 13753007
         49.72       0.9582     0.002158  # 2001,W.P.Abfalterer+     ## 13753007
         50.22       0.9484     0.002149  # 2001,W.P.Abfalterer+     ## 13753007
         50.72       0.9398      0.00214  # 2001,W.P.Abfalterer+     ## 13753007
         51.23       0.9317     0.002131  # 2001,W.P.Abfalterer+     ## 13753007
         51.74       0.9243     0.002123  # 2001,W.P.Abfalterer+     ## 13753007
         52.26       0.9153     0.002113  # 2001,W.P.Abfalterer+     ## 13753007
         52.79       0.9073     0.002104  # 2001,W.P.Abfalterer+     ## 13753007
         53.32       0.9018     0.002097  # 2001,W.P.Abfalterer+     ## 13753007
         53.86       0.8943     0.002087  # 2001,W.P.Abfalterer+     ## 13753007
          54.4       0.8866      0.00208  # 2001,W.P.Abfalterer+     ## 13753007
         54.94       0.8812     0.002073  # 2001,W.P.Abfalterer+     ## 13753007
          55.5       0.8706     0.002063  # 2001,W.P.Abfalterer+     ## 13753007
         56.05       0.8602     0.002057  # 2001,W.P.Abfalterer+     ## 13753007
         56.62       0.8596     0.002048  # 2001,W.P.Abfalterer+     ## 13753007
         57.19       0.8539     0.002042  # 2001,W.P.Abfalterer+     ## 13753007
         57.76       0.8448     0.002035  # 2001,W.P.Abfalterer+     ## 13753007
         58.34       0.8356     0.002027  # 2001,W.P.Abfalterer+     ## 13753007
         58.93        0.828     0.002019  # 2001,W.P.Abfalterer+     ## 13753007
         59.52       0.8213     0.002011  # 2001,W.P.Abfalterer+     ## 13753007
         60.12       0.8139     0.002004  # 2001,W.P.Abfalterer+     ## 13753007
         60.72       0.8061     0.001997  # 2001,W.P.Abfalterer+     ## 13753007
         61.33        0.799     0.001993  # 2001,W.P.Abfalterer+     ## 13753007
         61.95       0.7904     0.001983  # 2001,W.P.Abfalterer+     ## 13753007
         62.57       0.7815     0.001977  # 2001,W.P.Abfalterer+     ## 13753007
          63.2        0.777     0.001971  # 2001,W.P.Abfalterer+     ## 13753007
         63.84       0.7674     0.001964  # 2001,W.P.Abfalterer+     ## 13753007
         64.48       0.7627     0.001958  # 2001,W.P.Abfalterer+     ## 13753007
         65.13       0.7558     0.001954  # 2001,W.P.Abfalterer+     ## 13753007
         65.78       0.7499     0.001946  # 2001,W.P.Abfalterer+     ## 13753007
         66.44       0.7447     0.001941  # 2001,W.P.Abfalterer+     ## 13753007
         67.11       0.7336     0.001935  # 2001,W.P.Abfalterer+     ## 13753007
         67.78       0.7306     0.001929  # 2001,W.P.Abfalterer+     ## 13753007
         68.46       0.7238     0.001923  # 2001,W.P.Abfalterer+     ## 13753007
         69.15        0.714     0.001918  # 2001,W.P.Abfalterer+     ## 13753007
         69.85       0.7077     0.001911  # 2001,W.P.Abfalterer+     ## 13753007
         70.55       0.7009     0.001908  # 2001,W.P.Abfalterer+     ## 13753007
         71.26       0.6948     0.001902  # 2001,W.P.Abfalterer+     ## 13753007
         71.97       0.6885     0.001898  # 2001,W.P.Abfalterer+     ## 13753007
          72.7       0.6791     0.001893  # 2001,W.P.Abfalterer+     ## 13753007
         73.43       0.6728     0.001888  # 2001,W.P.Abfalterer+     ## 13753007
         74.17       0.6655     0.001882  # 2001,W.P.Abfalterer+     ## 13753007
         74.91       0.6578     0.001877  # 2001,W.P.Abfalterer+     ## 13753007
         75.67       0.6529      0.00187  # 2001,W.P.Abfalterer+     ## 13753007
         76.43       0.6458     0.001866  # 2001,W.P.Abfalterer+     ## 13753007
         77.19       0.6406     0.001861  # 2001,W.P.Abfalterer+     ## 13753007
         77.97       0.6338     0.001856  # 2001,W.P.Abfalterer+     ## 13753007
         78.75       0.6275     0.001852  # 2001,W.P.Abfalterer+     ## 13753007
         79.54       0.6222     0.001846  # 2001,W.P.Abfalterer+     ## 13753007
         80.34       0.6156     0.001842  # 2001,W.P.Abfalterer+     ## 13753007
         81.15       0.6087     0.001838  # 2001,W.P.Abfalterer+     ## 13753007
         81.97       0.6033     0.001834  # 2001,W.P.Abfalterer+     ## 13753007
         82.79       0.5952     0.001831  # 2001,W.P.Abfalterer+     ## 13753007
         83.62       0.5908     0.001826  # 2001,W.P.Abfalterer+     ## 13753007
         84.46       0.5847     0.001821  # 2001,W.P.Abfalterer+     ## 13753007
         85.31       0.5791     0.001818  # 2001,W.P.Abfalterer+     ## 13753007
         86.17       0.5734     0.001813  # 2001,W.P.Abfalterer+     ## 13753007
         87.04       0.5679     0.001808  # 2001,W.P.Abfalterer+     ## 13753007
         87.91       0.5613     0.001806  # 2001,W.P.Abfalterer+     ## 13753007
         88.79       0.5548     0.001803  # 2001,W.P.Abfalterer+     ## 13753007
         89.69       0.5508     0.001799  # 2001,W.P.Abfalterer+     ## 13753007
         90.59       0.5448     0.001793  # 2001,W.P.Abfalterer+     ## 13753007
          91.5       0.5403     0.001791  # 2001,W.P.Abfalterer+     ## 13753007
         92.42       0.5357     0.001787  # 2001,W.P.Abfalterer+     ## 13753007
         93.35       0.5288     0.001781  # 2001,W.P.Abfalterer+     ## 13753007
         94.28       0.5229      0.00178  # 2001,W.P.Abfalterer+     ## 13753007
         95.23       0.5178     0.001777  # 2001,W.P.Abfalterer+     ## 13753007
         96.19       0.5124     0.001774  # 2001,W.P.Abfalterer+     ## 13753007
         97.16       0.5067     0.001771  # 2001,W.P.Abfalterer+     ## 13753007
         98.13       0.5027     0.001766  # 2001,W.P.Abfalterer+     ## 13753007
         99.12        0.495     0.001765  # 2001,W.P.Abfalterer+     ## 13753007
         100.1       0.4906     0.001761  # 2001,W.P.Abfalterer+     ## 13753007
         101.1        0.486     0.001758  # 2001,W.P.Abfalterer+     ## 13753007
         102.1       0.4806     0.001755  # 2001,W.P.Abfalterer+     ## 13753007
         103.2       0.4763     0.001755  # 2001,W.P.Abfalterer+     ## 13753007
         104.2         0.47     0.001754  # 2001,W.P.Abfalterer+     ## 13753007
         105.2       0.4664     0.001747  # 2001,W.P.Abfalterer+     ## 13753007
         106.3        0.463     0.001743  # 2001,W.P.Abfalterer+     ## 13753007
         107.4       0.4593     0.001742  # 2001,W.P.Abfalterer+     ## 13753007
         108.5        0.457     0.001741  # 2001,W.P.Abfalterer+     ## 13753007
         109.5       0.4529     0.001739  # 2001,W.P.Abfalterer+     ## 13753007
         110.6        0.445     0.001735  # 2001,W.P.Abfalterer+     ## 13753007
         111.8       0.4407     0.001731  # 2001,W.P.Abfalterer+     ## 13753007
         112.9       0.4384      0.00173  # 2001,W.P.Abfalterer+     ## 13753007
           114       0.4347     0.001728  # 2001,W.P.Abfalterer+     ## 13753007
         115.2       0.4284     0.001727  # 2001,W.P.Abfalterer+     ## 13753007
         116.3       0.4244     0.001724  # 2001,W.P.Abfalterer+     ## 13753007
         117.5        0.421     0.001719  # 2001,W.P.Abfalterer+     ## 13753007
         118.7       0.4177     0.001717  # 2001,W.P.Abfalterer+     ## 13753007
         119.9       0.4153     0.001715  # 2001,W.P.Abfalterer+     ## 13753007
         121.1       0.4106     0.001716  # 2001,W.P.Abfalterer+     ## 13753007
         122.3       0.4056     0.001715  # 2001,W.P.Abfalterer+     ## 13753007
         123.5       0.4031     0.001711  # 2001,W.P.Abfalterer+     ## 13753007
         124.8       0.3991     0.001707  # 2001,W.P.Abfalterer+     ## 13753007
           126       0.3963     0.001708  # 2001,W.P.Abfalterer+     ## 13753007
         127.3       0.3918     0.001706  # 2001,W.P.Abfalterer+     ## 13753007
         128.6       0.3915     0.001704  # 2001,W.P.Abfalterer+     ## 13753007
         129.8       0.3893     0.001704  # 2001,W.P.Abfalterer+     ## 13753007
         131.1       0.3841     0.001703  # 2001,W.P.Abfalterer+     ## 13753007
         132.5       0.3798       0.0017  # 2001,W.P.Abfalterer+     ## 13753007
         133.8       0.3751     0.001701  # 2001,W.P.Abfalterer+     ## 13753007
         135.1       0.3726     0.001699  # 2001,W.P.Abfalterer+     ## 13753007
         136.5       0.3708     0.001696  # 2001,W.P.Abfalterer+     ## 13753007
         137.9        0.368     0.001697  # 2001,W.P.Abfalterer+     ## 13753007
         139.3        0.365     0.001697  # 2001,W.P.Abfalterer+     ## 13753007
         140.7       0.3605     0.001695  # 2001,W.P.Abfalterer+     ## 13753007
         142.1       0.3591     0.001695  # 2001,W.P.Abfalterer+     ## 13753007
         143.5       0.3562     0.001693  # 2001,W.P.Abfalterer+     ## 13753007
         144.9       0.3517     0.001692  # 2001,W.P.Abfalterer+     ## 13753007
         146.4         0.35     0.001696  # 2001,W.P.Abfalterer+     ## 13753007
         147.9       0.3483     0.001693  # 2001,W.P.Abfalterer+     ## 13753007
         149.4       0.3439      0.00169  # 2001,W.P.Abfalterer+     ## 13753007
         150.9       0.3417     0.001691  # 2001,W.P.Abfalterer+     ## 13753007
         152.4       0.3394      0.00169  # 2001,W.P.Abfalterer+     ## 13753007
         153.9       0.3388     0.001688  # 2001,W.P.Abfalterer+     ## 13753007
         155.5       0.3379     0.001689  # 2001,W.P.Abfalterer+     ## 13753007
           157       0.3331      0.00169  # 2001,W.P.Abfalterer+     ## 13753007
         158.6       0.3314     0.001691  # 2001,W.P.Abfalterer+     ## 13753007
         160.2       0.3315     0.001691  # 2001,W.P.Abfalterer+     ## 13753007
         161.8       0.3292     0.001692  # 2001,W.P.Abfalterer+     ## 13753007
         163.4       0.3276      0.00169  # 2001,W.P.Abfalterer+     ## 13753007
         165.1       0.3221      0.00169  # 2001,W.P.Abfalterer+     ## 13753007
         166.7       0.3201     0.001695  # 2001,W.P.Abfalterer+     ## 13753007
         168.4       0.3185     0.001692  # 2001,W.P.Abfalterer+     ## 13753007
         170.1       0.3197     0.001692  # 2001,W.P.Abfalterer+     ## 13753007
         171.8       0.3182     0.001694  # 2001,W.P.Abfalterer+     ## 13753007
         173.5       0.3147     0.001693  # 2001,W.P.Abfalterer+     ## 13753007
         175.3       0.3133     0.001694  # 2001,W.P.Abfalterer+     ## 13753007
           177       0.3145     0.001695  # 2001,W.P.Abfalterer+     ## 13753007
         178.8       0.3122     0.001699  # 2001,W.P.Abfalterer+     ## 13753007
         180.6       0.3077     0.001698  # 2001,W.P.Abfalterer+     ## 13753007
         182.4       0.3074     0.001698  # 2001,W.P.Abfalterer+     ## 13753007
         184.3       0.3074     0.001701  # 2001,W.P.Abfalterer+     ## 13753007
         186.1        0.306     0.001703  # 2001,W.P.Abfalterer+     ## 13753007
           188       0.3025     0.001702  # 2001,W.P.Abfalterer+     ## 13753007
         189.9       0.3026     0.001704  # 2001,W.P.Abfalterer+     ## 13753007
         191.8       0.3009     0.001707  # 2001,W.P.Abfalterer+     ## 13753007
         193.7       0.3007     0.001707  # 2001,W.P.Abfalterer+     ## 13753007
         195.7          0.3      0.00171  # 2001,W.P.Abfalterer+     ## 13753007
         197.6       0.2976     0.001711  # 2001,W.P.Abfalterer+     ## 13753007
         199.6       0.2985     0.001714  # 2001,W.P.Abfalterer+     ## 13753007
         201.6       0.2967     0.001714  # 2001,W.P.Abfalterer+     ## 13753007
         203.6       0.2961     0.001716  # 2001,W.P.Abfalterer+     ## 13753007
         205.7       0.2942     0.001719  # 2001,W.P.Abfalterer+     ## 13753007
         207.7       0.2932     0.001724  # 2001,W.P.Abfalterer+     ## 13753007
         209.8       0.2941     0.001722  # 2001,W.P.Abfalterer+     ## 13753007
         211.9       0.2926     0.001725  # 2001,W.P.Abfalterer+     ## 13753007
         214.1       0.2903     0.001727  # 2001,W.P.Abfalterer+     ## 13753007
         216.2       0.2886     0.001729  # 2001,W.P.Abfalterer+     ## 13753007
         218.4       0.2896     0.001731  # 2001,W.P.Abfalterer+     ## 13753007
         220.6       0.2882     0.001736  # 2001,W.P.Abfalterer+     ## 13753007
         222.8       0.2893     0.001739  # 2001,W.P.Abfalterer+     ## 13753007
         225.1       0.2876     0.001742  # 2001,W.P.Abfalterer+     ## 13753007
         227.3       0.2883     0.001743  # 2001,W.P.Abfalterer+     ## 13753007
         229.6        0.289     0.001746  # 2001,W.P.Abfalterer+     ## 13753007
         231.9       0.2852     0.001748  # 2001,W.P.Abfalterer+     ## 13753007
         234.2       0.2871     0.001753  # 2001,W.P.Abfalterer+     ## 13753007
         236.6        0.287     0.001756  # 2001,W.P.Abfalterer+     ## 13753007
           239       0.2844      0.00176  # 2001,W.P.Abfalterer+     ## 13753007
         241.4       0.2852     0.001761  # 2001,W.P.Abfalterer+     ## 13753007
         243.8       0.2838     0.001765  # 2001,W.P.Abfalterer+     ## 13753007
         246.2       0.2828     0.001768  # 2001,W.P.Abfalterer+     ## 13753007
         248.7       0.2832     0.001773  # 2001,W.P.Abfalterer+     ## 13753007
         251.2       0.2832     0.001778  # 2001,W.P.Abfalterer+     ## 13753007
         253.7       0.2793      0.00178  # 2001,W.P.Abfalterer+     ## 13753007
         256.3       0.2831     0.001785  # 2001,W.P.Abfalterer+     ## 13753007
         258.9       0.2839     0.001787  # 2001,W.P.Abfalterer+     ## 13753007
         261.5       0.2839     0.001791  # 2001,W.P.Abfalterer+     ## 13753007
         264.1       0.2834     0.001794  # 2001,W.P.Abfalterer+     ## 13753007
         266.8       0.2815     0.001799  # 2001,W.P.Abfalterer+     ## 13753007
         269.4       0.2847     0.001804  # 2001,W.P.Abfalterer+     ## 13753007
         272.1        0.283     0.001807  # 2001,W.P.Abfalterer+     ## 13753007
         274.9       0.2827      0.00181  # 2001,W.P.Abfalterer+     ## 13753007
         277.6       0.2816     0.001813  # 2001,W.P.Abfalterer+     ## 13753007
         280.4       0.2785     0.001818  # 2001,W.P.Abfalterer+     ## 13753007
         283.3        0.278     0.001822  # 2001,W.P.Abfalterer+     ## 13753007
         286.1       0.2806     0.001826  # 2001,W.P.Abfalterer+     ## 13753007
           289        0.282     0.001829  # 2001,W.P.Abfalterer+     ## 13753007
         291.9       0.2828     0.001832  # 2001,W.P.Abfalterer+     ## 13753007
         294.8       0.2802     0.001839  # 2001,W.P.Abfalterer+     ## 13753007
         297.8       0.2858      0.00184  # 2001,W.P.Abfalterer+     ## 13753007
         300.8       0.2849     0.001842  # 2001,W.P.Abfalterer+     ## 13753007
         303.8       0.2829     0.001843  # 2001,W.P.Abfalterer+     ## 13753007
         306.8       0.2831     0.001848  # 2001,W.P.Abfalterer+     ## 13753007
         309.9       0.2831     0.001855  # 2001,W.P.Abfalterer+     ## 13753007
           313       0.2834     0.001856  # 2001,W.P.Abfalterer+     ## 13753007
         316.2       0.2818     0.001858  # 2001,W.P.Abfalterer+     ## 13753007
         319.4       0.2843      0.00186  # 2001,W.P.Abfalterer+     ## 13753007
         322.6       0.2863     0.001863  # 2001,W.P.Abfalterer+     ## 13753007
         325.8       0.2838     0.001867  # 2001,W.P.Abfalterer+     ## 13753007
         329.1       0.2839     0.001868  # 2001,W.P.Abfalterer+     ## 13753007
