         155.5       0.3379     0.001689  # 2001,W.P.Abfalterer+
           157       0.3331      0.00169  # 2001,W.P.Abfalterer+
         158.6       0.3314     0.001691  # 2001,W.P.Abfalterer+
         160.2       0.3315     0.001691  # 2001,W.P.Abfalterer+
         161.8       0.3292     0.001692  # 2001,W.P.Abfalterer+
         163.4       0.3276      0.00169  # 2001,W.P.Abfalterer+
         165.1       0.3221      0.00169  # 2001,W.P.Abfalterer+
         166.7       0.3201     0.001695  # 2001,W.P.Abfalterer+
         168.4       0.3185     0.001692  # 2001,W.P.Abfalterer+
         170.1       0.3197     0.001692  # 2001,W.P.Abfalterer+
         171.8       0.3182     0.001694  # 2001,W.P.Abfalterer+
         173.5       0.3147     0.001693  # 2001,W.P.Abfalterer+
         175.3       0.3133     0.001694  # 2001,W.P.Abfalterer+
           177       0.3145     0.001695  # 2001,W.P.Abfalterer+
         178.8       0.3122     0.001699  # 2001,W.P.Abfalterer+
         180.6       0.3077     0.001698  # 2001,W.P.Abfalterer+
         182.4       0.3074     0.001698  # 2001,W.P.Abfalterer+
         184.3       0.3074     0.001701  # 2001,W.P.Abfalterer+
         186.1        0.306     0.001703  # 2001,W.P.Abfalterer+
           188       0.3025     0.001702  # 2001,W.P.Abfalterer+
         189.9       0.3026     0.001704  # 2001,W.P.Abfalterer+
         191.8       0.3009     0.001707  # 2001,W.P.Abfalterer+
         193.7       0.3007     0.001707  # 2001,W.P.Abfalterer+
         195.7          0.3      0.00171  # 2001,W.P.Abfalterer+
         197.6       0.2976     0.001711  # 2001,W.P.Abfalterer+
         199.6       0.2985     0.001714  # 2001,W.P.Abfalterer+
         201.6       0.2967     0.001714  # 2001,W.P.Abfalterer+
         203.6       0.2961     0.001716  # 2001,W.P.Abfalterer+
         205.7       0.2942     0.001719  # 2001,W.P.Abfalterer+
         207.7       0.2932     0.001724  # 2001,W.P.Abfalterer+
         209.8       0.2941     0.001722  # 2001,W.P.Abfalterer+
         211.9       0.2926     0.001725  # 2001,W.P.Abfalterer+
         214.1       0.2903     0.001727  # 2001,W.P.Abfalterer+
         216.2       0.2886     0.001729  # 2001,W.P.Abfalterer+
         218.4       0.2896     0.001731  # 2001,W.P.Abfalterer+
         220.6       0.2882     0.001736  # 2001,W.P.Abfalterer+
         222.8       0.2893     0.001739  # 2001,W.P.Abfalterer+
         225.1       0.2876     0.001742  # 2001,W.P.Abfalterer+
         227.3       0.2883     0.001743  # 2001,W.P.Abfalterer+
         229.6        0.289     0.001746  # 2001,W.P.Abfalterer+
         231.9       0.2852     0.001748  # 2001,W.P.Abfalterer+
         234.2       0.2871     0.001753  # 2001,W.P.Abfalterer+
         236.6        0.287     0.001756  # 2001,W.P.Abfalterer+
           239       0.2844      0.00176  # 2001,W.P.Abfalterer+
         241.4       0.2852     0.001761  # 2001,W.P.Abfalterer+
         243.8       0.2838     0.001765  # 2001,W.P.Abfalterer+
         246.2       0.2828     0.001768  # 2001,W.P.Abfalterer+
         248.7       0.2832     0.001773  # 2001,W.P.Abfalterer+
         251.2       0.2832     0.001778  # 2001,W.P.Abfalterer+
         253.7       0.2793      0.00178  # 2001,W.P.Abfalterer+
         256.3       0.2831     0.001785  # 2001,W.P.Abfalterer+
         258.9       0.2839     0.001787  # 2001,W.P.Abfalterer+
         261.5       0.2839     0.001791  # 2001,W.P.Abfalterer+
         264.1       0.2834     0.001794  # 2001,W.P.Abfalterer+
         266.8       0.2815     0.001799  # 2001,W.P.Abfalterer+
         269.4       0.2847     0.001804  # 2001,W.P.Abfalterer+
         272.1        0.283     0.001807  # 2001,W.P.Abfalterer+
         274.9       0.2827      0.00181  # 2001,W.P.Abfalterer+
         277.6       0.2816     0.001813  # 2001,W.P.Abfalterer+
         280.4       0.2785     0.001818  # 2001,W.P.Abfalterer+
         283.3        0.278     0.001822  # 2001,W.P.Abfalterer+
         286.1       0.2806     0.001826  # 2001,W.P.Abfalterer+
           289        0.282     0.001829  # 2001,W.P.Abfalterer+
         291.9       0.2828     0.001832  # 2001,W.P.Abfalterer+
         294.8       0.2802     0.001839  # 2001,W.P.Abfalterer+
         297.8       0.2858      0.00184  # 2001,W.P.Abfalterer+
         300.8       0.2849     0.001842  # 2001,W.P.Abfalterer+
         303.8       0.2829     0.001843  # 2001,W.P.Abfalterer+
         306.8       0.2831     0.001848  # 2001,W.P.Abfalterer+
         309.9       0.2831     0.001855  # 2001,W.P.Abfalterer+
           313       0.2834     0.001856  # 2001,W.P.Abfalterer+
         316.2       0.2818     0.001858  # 2001,W.P.Abfalterer+
         319.4       0.2843      0.00186  # 2001,W.P.Abfalterer+
         322.6       0.2863     0.001863  # 2001,W.P.Abfalterer+
         325.8       0.2838     0.001867  # 2001,W.P.Abfalterer+
